Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR
Qc 2h 2c,8s8h,0.042,66.46,52.241,119.094
Qc 2h 2c,8s6s,0.046,20.66,20.5076,150.381
Qc 2h 2c,8s7s,0.052,20.85,20.6798,150.302
Qc 2h 2c,9s8c,0.017,26.78,24.404,138.097
Qc 2h 2c,9s9c,0.075,71.57,57.4998,121.732
Qc 2h 2c,9s8d,0.025,23.51,21.2629,137.024
Qc 2h 2c,9s9d,0.051,69.52,55.5813,121.136
Qc 2h 2c,9s8h,0.021,23.62,21.5119,137.971
Qc 2h 2c,9s9h,0.052,69.58,55.4881,120.831
Qc 2h 2c,9s6s,0.034,22.00,20.6551,142.253
Qc 2h 2c,9s7s,0.045,22.19,20.8222,142.181
Qc 2h 2c,9s8s,0.076,23.54,21.2996,137.12
Qc 2h 2c,Ts8c,0.025,28.86,24.623,129.288
Qc 2h 2c,Ts9c,0.057,30.71,25.9145,127.866
Qc 2h 2c,TsTc,0.076,73.69,59.8033,122.966
Qc 2h 2c,Ts8d,0.036,25.64,21.4799,126.931
Qc 2h 2c,Ts9d,0.069,27.40,22.6006,124.986
Qc 2h 2c,TsTd,0.065,71.61,57.8513,122.406
Qc 2h 2c,Ts8h,0.042,25.76,21.7278,127.811
Qc 2h 2c,Ts9h,0.070,27.51,22.8929,126.093
Qc 2h 2c,TsTh,0.061,71.64,57.6558,121.934
Qc 2h 2c,Ts5s,0.003,23.88,21.0268,133.404
Qc 2h 2c,Ts6s,0.050,24.13,20.8299,130.784
Qc 2h 2c,Ts7s,0.054,24.32,21.0071,130.857
Qc 2h 2c,Ts8s,0.052,25.65,21.4955,126.977
Qc 2h 2c,Ts9s,0.054,27.36,22.5299,124.766
Qc 2h 2c,Js8c,0.012,32.82,24.8382,114.683
Qc 2h 2c,Js9c,0.053,34.64,26.1711,114.458
Qc 2h 2c,JsTc,0.062,36.68,27.8566,115.065
Qc 2h 2c,JsJc,0.077,75.76,62.4752,124.947
Qc 2h 2c,Js8d,0.013,29.70,21.6865,110.649
Qc 2h 2c,Js9d,0.056,31.43,22.8695,110.247
Qc 2h 2c,JsTd,0.055,33.39,24.4361,110.879
Qc 2h 2c,JsJd,0.070,73.52,60.4405,124.566
Qc 2h 2c,Js8h,0.017,29.82,21.9336,111.443
Qc 2h 2c,Js9h,0.077,31.55,23.1555,111.219
Qc 2h 2c,JsTh,0.070,33.50,24.6388,111.446
Qc 2h 2c,JsJh,0.061,73.48,59.9417,123.593
Qc 2h 2c,Js4s,0.041,27.75,21.3606,116.642
Qc 2h 2c,Js5s,0.069,27.95,21.1099,114.446
Qc 2h 2c,Js6s,0.058,28.17,20.9804,112.86
Qc 2h 2c,Js7s,0.055,28.38,21.1471,112.899
Qc 2h 2c,Js8s,0.051,29.73,21.7506,110.856
Qc 2h 2c,Js9s,0.048,31.41,22.8201,110.087
Qc 2h 2c,JsTs,0.056,33.37,24.396,110.755
Qc 2h 2c,Qs8c,0.005,81.23,70.088,130.734
Qc 2h 2c,Qs9c,0.069,81.74,69.8443,129.464
Qc 2h 2c,QsTc,0.068,82.56,72.0031,132.144
Qc 2h 2c,QsJc,0.085,83.70,75.4275,136.538
Qc 2h 2c,Qs8d,0.003,79.31,66.5488,127.144
Qc 2h 2c,Qs9d,0.074,79.70,66.8439,127.082
Qc 2h 2c,QsTd,0.059,80.43,68.7279,129.466
Qc 2h 2c,QsJd,0.070,81.40,72.0693,134.148
Qc 2h 2c,QsQd,0.135,99.38,192.467,293.448
Qc 2h 2c,Qs8h,0.001,79.45,66.6629,127.132
Qc 2h 2c,Qs9h,0.046,79.83,66.9548,127.081
Qc 2h 2c,QsTh,0.038,80.54,68.8013,129.434
Qc 2h 2c,QsJh,0.035,81.42,71.7657,133.543
Qc 2h 2c,QsQh,0.129,99.37,194.235,296.174
Qc 2h 2c,Qs2s,0.029,98.22,178.95,276.039
Qc 2h 2c,Qs3s,0.065,79.23,65.9578,126.138
Qc 2h 2c,Qs4s,0.071,79.24,66.2216,126.618
Qc 2h 2c,Qs5s,0.080,79.26,66.5565,127.227
Qc 2h 2c,Qs6s,0.058,79.07,66.1604,126.784
Qc 2h 2c,Qs7s,0.058,79.12,66.2179,126.81
Qc 2h 2c,Qs8s,0.055,79.24,66.374,126.91
Qc 2h 2c,Qs9s,0.074,79.73,66.8763,127.096
Qc 2h 2c,QsTs,0.059,80.46,68.7602,129.483
Qc 2h 2c,QsJs,0.070,81.43,72.109,134.172
Qc 2h 2c,Ks7c,0.001,40.43,28.5323,106.923
Qc 2h 2c,Ks8c,0.048,40.90,27.7093,102.648
Qc 2h 2c,Ks9c,0.083,42.81,28.9669,102.518
Qc 2h 2c,KsTc,0.094,44.74,30.7027,103.977
Qc 2h 2c,KsJc,0.080,46.22,32.1439,105.366
Qc 2h 2c,KsKc,0.054,88.41,109.239,187.201
Qc 2h 2c,Ks7d,0.002,37.49,24.9571,100.865
Qc 2h 2c,Ks8d,0.025,37.94,24.7978,99.025
Qc 2h 2c,Ks9d,0.050,39.78,25.9283,98.7672
Qc 2h 2c,KsTd,0.072,41.63,27.4448,99.8827
Qc 2h 2c,KsJd,0.080,42.88,28.1401,99.4302
Qc 2h 2c,KsQd,0.092,84.34,79.7976,143.359
Qc 2h 2c,KsKd,0.022,86.71,109.532,191.395
Qc 2h 2c,Ks7h,0.002,37.64,25.2953,101.834
Qc 2h 2c,Ks8h,0.073,38.08,25.0223,99.5671
Qc 2h 2c,Ks9h,0.090,39.90,26.1699,99.3787
Qc 2h 2c,KsTh,0.105,41.74,27.6255,100.274
Qc 2h 2c,KsJh,0.088,42.96,28.1821,99.397
Qc 2h 2c,KsQh,0.071,84.21,79.4307,142.917
Qc 2h 2c,KsKh,0.023,86.60,107.647,188.341
Qc 2h 2c,Ks2s,0.015,92.31,139.378,228.778
Qc 2h 2c,Ks3s,0.076,36.57,24.7718,102.628
Qc 2h 2c,Ks4s,0.071,36.78,24.8018,102.162
Qc 2h 2c,Ks5s,0.049,37.03,24.7939,101.462
Qc 2h 2c,Ks6s,0.049,37.25,24.7893,100.824
Qc 2h 2c,Ks7s,0.049,37.52,24.983,100.897
Qc 2h 2c,Ks8s,0.036,37.96,24.8223,99.0898
Qc 2h 2c,Ks9s,0.047,39.77,25.9142,98.7305
Qc 2h 2c,KsTs,0.072,41.63,27.4378,99.8648
Qc 2h 2c,KsJs,0.079,42.88,28.129,99.401
Qc 2h 2c,KsQs,0.093,84.37,79.8359,143.381
Qc 2h 2c,As3c,0.066,50.76,30.5979,91.341
Qc 2h 2c,As4c,0.064,51.15,31.0118,91.8602
Qc 2h 2c,As5c,0.064,51.57,31.432,92.3484
Qc 2h 2c,As6c,0.049,51.30,31.0486,91.6944
Qc 2h 2c,As7c,0.043,51.76,31.4739,92.1406
Qc 2h 2c,As8c,0.069,52.58,31.9368,92.0373
Qc 2h 2c,As9c,0.101,53.99,33.038,92.7149
Qc 2h 2c,AsTc,0.083,56.23,35.3336,95.2077
Qc 2h 2c,AsJc,0.071,58.07,37.3874,97.5479
Qc 2h 2c,AsKc,0.110,62.23,47.0506,114.556
Qc 2h 2c,AsAc,0.086,91.39,117.853,195.391
Qc 2h 2c,As3d,0.056,48.58,28.7954,89.812
Qc 2h 2c,As4d,0.053,48.86,29.0356,90.0328
Qc 2h 2c,As5d,0.047,49.17,29.2999,90.289
Qc 2h 2c,As6d,0.074,48.62,28.5373,88.9333
Qc 2h 2c,As7d,0.066,49.08,28.963,89.4204
Qc 2h 2c,As8d,0.079,49.89,29.3705,89.2051
Qc 2h 2c,As9d,0.073,51.16,30.2083,89.4694
Qc 2h 2c,AsTd,0.057,53.34,32.2298,91.5448
Qc 2h 2c,AsJd,0.076,54.97,33.587,92.5809
Qc 2h 2c,AsQd,0.082,86.44,84.8873,148.795
Qc 2h 2c,AsKd,0.069,59.01,42.0083,107.853
Qc 2h 2c,AsAd,0.074,89.54,116.324,196.848
Qc 2h 2c,As3h,0.175,48.69,29.0416,90.3812
Qc 2h 2c,As4h,0.149,48.94,29.2639,90.5941
Qc 2h 2c,As5h,0.126,49.22,29.4559,90.668
Qc 2h 2c,As6h,0.129,48.79,28.759,89.318
Qc 2h 2c,As7h,0.091,49.23,29.1541,89.7211
Qc 2h 2c,As8h,0.096,50.03,29.5383,89.4509
Qc 2h 2c,As9h,0.098,51.29,30.4128,89.8399
Qc 2h 2c,AsTh,0.065,53.46,32.3943,91.8137
Qc 2h 2c,AsJh,0.047,55.03,33.5452,92.3588
Qc 2h 2c,AsQh,0.064,86.31,84.3348,148.044
Qc 2h 2c,AsKh,0.079,59.05,41.7544,107.136
Qc 2h 2c,AsAh,0.079,89.43,115.285,195.311
Qc 2h 2c,As2s,0.047,92.18,139.592,229.436
Qc 2h 2c,As3s,0.056,48.58,28.8103,89.8543
Qc 2h 2c,As4s,0.053,48.86,29.0378,90.0383
Qc 2h 2c,As5s,0.047,49.17,29.2967,90.2794
Qc 2h 2c,As6s,0.075,48.62,28.5416,88.9456
Qc 2h 2c,As7s,0.066,49.07,28.9585,89.4078
Qc 2h 2c,As8s,0.078,49.89,29.3661,89.1919
Qc 2h 2c,As9s,0.073,51.16,30.2079,89.4681
Qc 2h 2c,AsTs,0.057,53.34,32.2284,91.5398
Qc 2h 2c,AsJs,0.078,54.96,33.5959,92.6153
Qc 2h 2c,AsQs,0.081,86.49,84.9649,148.845
Qc 2h 2c,AsKs,0.069,59.01,42.0083,107.854
Qs 2h 2c,5c4c,0.018,25.95,28.0382,163.699
Qs 2h 2c,6c5c,0.042,25.18,25.847,155.548
Qs 2h 2c,7c5c,0.060,24.48,24.7836,153.378
Qs 2h 2c,7c6c,0.070,24.77,24.5352,150.101
Qs 2h 2c,8c6c,0.051,25.72,24.3543,143.491
Qs 2h 2c,8c7c,0.035,25.91,24.5088,143.313
Qs 2h 2c,9c6c,0.047,27.10,24.4783,136.869
Qs 2h 2c,9c7c,0.039,27.29,24.6436,136.802
Qs 2h 2c,9c8c,0.027,28.62,25.4205,134.554
Qs 2h 2c,9c8d,0.025,25.13,22.3035,134.493
Qs 2h 2c,9c8h,0.028,25.24,22.6506,135.978
Qs 2h 2c,9c8s,0.030,25.18,22.4942,135.358
Qs 2h 2c,Tc5c,0.016,28.94,24.9818,130.787
Qs 2h 2c,Tc6c,0.062,29.26,24.6831,127.825
Qs 2h 2c,Tc7c,0.046,29.46,24.8695,127.917
Qs 2h 2c,Tc8c,0.023,30.76,25.5863,126.016
Qs 2h 2c,Tc9c,0.033,32.46,26.9555,125.816
Qs 2h 2c,Tc8d,0.034,27.38,22.5441,124.77
Qs 2h 2c,Tc9d,0.045,29.22,23.9222,124.047
Qs 2h 2c,Tc8h,0.041,27.49,22.8823,126.101
Qs 2h 2c,Tc9h,0.052,29.33,24.2269,125.152
Qs 2h 2c,Tc8s,0.039,27.43,22.7392,125.604
Qs 2h 2c,Tc9s,0.052,29.35,24.2676,125.293
Qs 2h 2c,Jc4c,0.052,32.80,25.3298,117.007
Qs 2h 2c,Jc5c,0.069,33.00,25.0061,114.8
Qs 2h 2c,Jc6c,0.058,33.30,24.8457,113.032
Qs 2h 2c,Jc7c,0.051,33.53,25.0214,113.066
Qs 2h 2c,Jc8c,0.018,34.86,25.8037,112.155
Qs 2h 2c,Jc9c,0.038,36.53,27.3606,113.481
Qs 2h 2c,JcTc,0.045,38.46,29.9045,117.801
Qs 2h 2c,Jc8d,0.020,31.64,22.7383,108.878
Qs 2h 2c,Jc9d,0.041,33.46,24.1969,109.567
Qs 2h 2c,JcTd,0.044,35.52,26.0787,111.25
Qs 2h 2c,Jc8h,0.029,31.77,23.085,110.105
Qs 2h 2c,Jc9h,0.053,33.58,24.4966,110.544
Qs 2h 2c,JcTh,0.050,35.62,26.3491,112.07
Qs 2h 2c,Jc8s,0.026,31.69,22.9306,109.622
Qs 2h 2c,Jc9s,0.050,33.60,24.5396,110.671
Qs 2h 2c,JcTs,0.053,35.65,26.3876,112.143
Qs 2h 2c,Qc3c,0.068,83.54,77.1623,139.956
Qs 2h 2c,Qc4c,0.067,83.51,77.1417,139.956
Qs 2h 2c,Qc5c,0.068,83.50,77.2346,140.148
Qs 2h 2c,Qc6c,0.056,83.46,77.8886,141.396
Qs 2h 2c,Qc7c,0.062,83.51,78.0003,141.514
Qs 2h 2c,Qc8c,0.078,83.63,78.2498,141.771
Qs 2h 2c,Qc9c,0.066,84.10,79.0101,142.345
Qs 2h 2c,QcTc,0.054,84.76,81.1439,145.051
Qs 2h 2c,QcJc,0.051,85.61,84.9133,150.287
Qs 2h 2c,Qc8d,0.003,82.71,75.1777,137.711
Qs 2h 2c,Qc9d,0.044,83.11,75.5665,137.755
Qs 2h 2c,QcTd,0.040,83.85,77.8592,140.689
Qs 2h 2c,QcJd,0.044,84.84,82.2819,146.94
Qs 2h 2c,Qc8h,0.001,82.86,75.1299,137.385
Qs 2h 2c,Qc9h,0.035,83.25,75.6306,137.652
Qs 2h 2c,QcTh,0.031,83.96,77.8574,140.511
Qs 2h 2c,QcJh,0.030,84.86,81.7408,145.941
Qs 2h 2c,Qc8s,0.001,82.77,75.5184,138.245
Qs 2h 2c,Qc9s,0.048,83.26,75.5818,137.542
Qs 2h 2c,QcTs,0.040,83.99,77.9088,140.54
Qs 2h 2c,QcJs,0.046,85.01,82.1699,146.459
Qs 2h 2c,Kc3c,0.055,41.78,30.3297,110
Qs 2h 2c,Kc4c,0.046,41.99,30.3663,109.585
Qs 2h 2c,Kc5c,0.045,42.23,30.3707,108.965
Qs 2h 2c,Kc6c,0.044,42.56,30.5199,108.644
Qs 2h 2c,Kc7c,0.047,42.83,30.7326,108.712
Qs 2h 2c,Kc8c,0.042,43.27,30.7464,107.651
Qs 2h 2c,Kc9c,0.059,45.09,32.1286,107.971
Qs 2h 2c,KcTc,0.057,46.91,34.2855,110.742
Qs 2h 2c,KcJc,0.052,48.14,35.0618,110.356
Qs 2h 2c,KcQc,0.088,88.45,93.9277,160.896
Qs 2h 2c,Kc7d,0.001,39.79,27.0765,103.098
Qs 2h 2c,Kc8d,0.026,40.27,26.85,101.02
Qs 2h 2c,Kc9d,0.032,42.20,28.0958,100.88
Qs 2h 2c,KcTd,0.049,44.15,29.9951,102.947
Qs 2h 2c,KcJd,0.056,45.50,30.8962,102.894
Qs 2h 2c,KcQd,0.065,87.96,91.795,158.114
Qs 2h 2c,Kc7h,0.003,39.94,27.4132,103.998
Qs 2h 2c,Kc8h,0.039,40.41,27.1212,101.7
Qs 2h 2c,Kc9h,0.048,42.32,28.3765,101.59
Qs 2h 2c,KcTh,0.053,44.26,30.2066,103.416
Qs 2h 2c,KcJh,0.065,45.57,30.9178,102.799
Qs 2h 2c,KcQh,0.060,87.83,91.1652,157.274
Qs 2h 2c,Kc7s,0.002,39.86,27.2341,103.531
Qs 2h 2c,Kc8s,0.033,40.33,27.0347,101.555
Qs 2h 2c,Kc9s,0.044,42.34,28.3959,101.621
Qs 2h 2c,KcTs,0.050,44.28,30.2367,103.453
Qs 2h 2c,KcJs,0.066,45.66,31.1341,103.319
Qs 2h 2c,Ac3c,0.057,53.72,35.8151,101.009
Qs 2h 2c,Ac4c,0.058,54.00,36.0472,101.139
Qs 2h 2c,Ac5c,0.056,54.30,36.3404,101.395
Qs 2h 2c,Ac6c,0.074,53.89,35.0715,98.6027
Qs 2h 2c,Ac7c,0.065,54.35,35.5879,99.2039
Qs 2h 2c,Ac8c,0.059,55.16,36.2723,99.639
Qs 2h 2c,Ac9c,0.069,56.43,37.0993,99.6181
Qs 2h 2c,AcTc,0.065,58.56,39.75,102.841
Qs 2h 2c,AcJc,0.062,60.13,41.35,104.185
Qs 2h 2c,AcQc,0.059,90.63,101.433,169.569
Qs 2h 2c,AcKc,0.038,64.22,52.3244,123.446
Qs 2h 2c,Ac3d,0.036,51.32,30.8363,91.0382
Qs 2h 2c,Ac4d,0.042,51.64,31.1461,91.3887
Qs 2h 2c,Ac5d,0.053,51.97,31.5377,91.9419
Qs 2h 2c,Ac6d,0.066,51.41,30.3938,89.5732
Qs 2h 2c,Ac7d,0.056,51.89,30.8876,90.1957
Qs 2h 2c,Ac8d,0.043,52.74,31.4567,90.3732
Qs 2h 2c,Ac9d,0.035,54.08,32.3077,90.5105
Qs 2h 2c,AcTd,0.050,56.37,34.9044,93.8123
Qs 2h 2c,AcJd,0.062,58.12,36.8226,95.9888
Qs 2h 2c,AcQd,0.050,90.17,98.5452,165.579
Qs 2h 2c,AcKd,0.031,62.31,48.521,117.984
Qs 2h 2c,Ac3h,0.069,51.43,31.1076,91.6516
Qs 2h 2c,Ac4h,0.061,51.71,31.3207,91.7675
Qs 2h 2c,Ac5h,0.053,52.02,31.5497,91.89
Qs 2h 2c,Ac6h,0.101,51.58,30.6217,89.9532
Qs 2h 2c,Ac7h,0.069,52.04,31.0756,90.4684
Qs 2h 2c,Ac8h,0.049,52.89,31.6225,90.5966
Qs 2h 2c,Ac9h,0.043,54.22,32.5532,90.9726
Qs 2h 2c,AcTh,0.049,56.49,35.0359,93.9755
Qs 2h 2c,AcJh,0.060,58.18,36.6979,95.5681
Qs 2h 2c,AcQh,0.047,90.04,97.7366,164.47
Qs 2h 2c,AcKh,0.037,62.34,48.1912,117.13
Qs 2h 2c,Ac3s,0.064,51.35,31.0322,91.5696
Qs 2h 2c,Ac4s,0.055,51.68,31.2993,91.7664
Qs 2h 2c,Ac5s,0.052,52.02,31.5592,91.9181
Qs 2h 2c,Ac6s,0.102,51.47,30.4594,89.6633
Qs 2h 2c,Ac7s,0.065,51.93,30.9054,90.1732
Qs 2h 2c,Ac8s,0.046,52.79,31.4855,90.3765
Qs 2h 2c,Ac9s,0.042,54.25,32.5788,90.9937
Qs 2h 2c,AcTs,0.051,56.53,35.1076,94.0904
Qs 2h 2c,AcJs,0.069,58.31,37.0145,96.1802
Qs 2h 2c,AcKs,0.033,62.50,48.6736,117.992
Qs 2h 2c,3d3c,0.046,57.40,43.3711,114.478
Qs 2h 2c,4d4c,0.049,59.46,45.4729,115.867
Qs 2h 2c,5d5c,0.051,61.85,48.1487,117.948
Qs 2h 2c,5d4d,0.019,22.41,24.7795,167.571
Qs 2h 2c,6d6c,0.042,64.15,50.7294,119.824
Qs 2h 2c,6d5d,0.050,21.51,22.718,159.988
Qs 2h 2c,7d7c,0.041,66.62,53.2294,121.061
Qs 2h 2c,7d5d,0.048,20.76,21.6057,157.663
Qs 2h 2c,7d6d,0.032,21.00,21.3528,154.078
Qs 2h 2c,8d8c,0.051,69.37,56.0777,122.486
Qs 2h 2c,8d6d,0.027,21.99,21.05,145.019
Qs 2h 2c,8d7d,0.029,22.19,21.2552,145.137
Qs 2h 2c,9d8c,0.022,25.14,22.3306,134.591
Qs 2h 2c,9d9c,0.067,72.61,59.6918,124.561
Qs 2h 2c,9d6d,0.032,23.44,21.2525,137.38
Qs 2h 2c,9d7d,0.041,23.64,21.4564,137.527
Qs 2h 2c,9d8d,0.046,25.05,22.0146,133.161
Qs 2h 2c,9d8h,0.022,25.14,22.3306,134.591
Qs 2h 2c,9d8s,0.019,25.08,22.1709,133.944
Qs 2h 2c,Td8c,0.034,27.40,22.6348,125.157
Qs 2h 2c,Td9c,0.047,29.23,23.9956,124.364
Qs 2h 2c,TdTc,0.075,74.72,61.7193,125.148
Qs 2h 2c,Td5d,0.008,25.44,21.8117,129.911
Qs 2h 2c,Td6d,0.052,25.71,21.4904,126.665
Qs 2h 2c,Td7d,0.057,25.91,21.7079,126.947
Qs 2h 2c,Td8d,0.035,27.29,22.3077,123.84
Qs 2h 2c,Td9d,0.041,29.09,23.6206,123.034
Qs 2h 2c,Td8h,0.034,27.40,22.6348,125.157
Qs 2h 2c,Td9h,0.047,29.23,23.9956,124.364
Qs 2h 2c,Td8s,0.029,27.34,22.4899,124.646
Qs 2h 2c,Td9s,0.046,29.25,24.0356,124.504
Qs 2h 2c,Jd8c,0.016,31.70,22.8556,109.232
Qs 2h 2c,Jd9c,0.041,33.51,24.3167,109.958
Qs 2h 2c,JdTc,0.045,35.55,26.1519,111.461
Qs 2h 2c,JdJc,0.068,76.66,64.3064,127.091
Qs 2h 2c,Jd4d,0.054,29.51,22.0938,113.451
Qs 2h 2c,Jd5d,0.085,29.73,21.8483,111.346
Qs 2h 2c,Jd6d,0.052,29.97,21.6605,109.501
Qs 2h 2c,Jd7d,0.058,30.20,21.8643,109.699
Qs 2h 2c,Jd8d,0.038,31.61,22.5673,108.18
Qs 2h 2c,Jd9d,0.030,33.37,23.9485,108.732
Qs 2h 2c,JdTd,0.053,35.43,25.8871,110.708
Qs 2h 2c,Jd8h,0.016,31.70,22.8556,109.232
Qs 2h 2c,Jd9h,0.041,33.51,24.3167,109.958
Qs 2h 2c,JdTh,0.045,35.55,26.1519,111.461
Qs 2h 2c,Jd8s,0.012,31.63,22.6964,108.722
Qs 2h 2c,Jd9s,0.039,33.53,24.3591,110.083
Qs 2h 2c,JdTs,0.050,35.58,26.2068,111.604
Qs 2h 2c,Qd8c,0.002,83.01,75.6128,138.013
Qs 2h 2c,Qd9c,0.050,83.40,76.1068,138.27
Qs 2h 2c,QdTc,0.043,84.10,78.3116,141.087
Qs 2h 2c,QdJc,0.041,85.00,82.2308,146.575
Qs 2h 2c,QdQc,0.098,99.38,193.201,294.568
Qs 2h 2c,Qd2d,0.027,98.34,180.325,277.822
Qs 2h 2c,Qd3d,0.059,82.75,74.5081,136.43
Qs 2h 2c,Qd4d,0.061,82.78,74.85,136.998
Qs 2h 2c,Qd5d,0.072,82.82,75.2286,137.633
Qs 2h 2c,Qd6d,0.069,82.62,74.9539,137.461
Qs 2h 2c,Qd7d,0.070,82.67,75.0662,137.583
Qs 2h 2c,Qd8d,0.070,82.80,75.3954,137.973
Qs 2h 2c,Qd9d,0.053,83.30,76.0784,138.384
Qs 2h 2c,QdTd,0.050,84.03,78.3565,141.292
Qs 2h 2c,QdJd,0.052,85.02,82.8302,147.617
Qs 2h 2c,Qd8h,0.002,83.01,75.6127,138.013
Qs 2h 2c,Qd9h,0.050,83.40,76.1068,138.271
Qs 2h 2c,QdTh,0.043,84.10,78.3117,141.087
Qs 2h 2c,QdJh,0.041,85.00,82.2308,146.575
Qs 2h 2c,Qd8s,0.003,82.92,75.9747,138.825
Qs 2h 2c,Qd9s,0.058,83.41,76.0659,138.174
Qs 2h 2c,QdTs,0.052,84.14,78.3687,141.126
Qs 2h 2c,QdJs,0.053,85.15,82.6831,147.132
Qs 2h 2c,Kd7c,0.002,39.90,26.9813,102.456
Qs 2h 2c,Kd8c,0.036,40.37,26.7207,100.295
Qs 2h 2c,Kd9c,0.064,42.28,27.9464,100.156
Qs 2h 2c,KdTc,0.064,44.21,30.0166,102.884
Qs 2h 2c,KdJc,0.064,45.51,30.808,102.558
Qs 2h 2c,KdQc,0.058,87.87,92.2916,159.137
Qs 2h 2c,KdKc,0.028,89.91,126.801,213.681
Qs 2h 2c,Kd2d,0.006,95.21,162.324,258.308
Qs 2h 2c,Kd3d,0.060,38.74,26.4334,103.392
Qs 2h 2c,Kd4d,0.045,38.98,26.4966,102.999
Qs 2h 2c,Kd5d,0.035,39.25,26.5525,102.503
Qs 2h 2c,Kd6d,0.026,39.50,26.4587,101.491
Qs 2h 2c,Kd7d,0.030,39.78,26.6536,101.528
Qs 2h 2c,Kd8d,0.043,40.24,26.4846,99.7182
Qs 2h 2c,Kd9d,0.064,42.15,27.7834,99.8768
Qs 2h 2c,KdTd,0.053,44.09,29.8543,102.588
Qs 2h 2c,KdJd,0.058,45.44,30.8466,102.861
Qs 2h 2c,KdQd,0.067,88.04,92.967,159.995
Qs 2h 2c,Kd7h,0.002,39.90,26.9813,102.456
Qs 2h 2c,Kd8h,0.036,40.37,26.7207,100.296
Qs 2h 2c,Kd9h,0.064,42.28,27.9464,100.156
Qs 2h 2c,KdTh,0.064,44.21,30.0166,102.884
Qs 2h 2c,KdJh,0.064,45.51,30.808,102.558
Qs 2h 2c,KdQh,0.058,87.87,92.2916,159.137
Qs 2h 2c,Kd7s,0.001,39.82,26.8101,102.015
Qs 2h 2c,Kd8s,0.024,40.30,26.6329,100.143
Qs 2h 2c,Kd9s,0.056,42.29,27.954,100.145
Qs 2h 2c,KdTs,0.052,44.23,30.0865,103.057
Qs 2h 2c,KdJs,0.053,45.60,31.0604,103.199
Qs 2h 2c,Ad3c,0.066,51.40,30.9927,91.3596
Qs 2h 2c,Ad4c,0.060,51.69,31.2077,91.4825
Qs 2h 2c,Ad5c,0.053,52.00,31.4456,91.6316
Qs 2h 2c,Ad6c,0.095,51.56,30.5347,89.7351
Qs 2h 2c,Ad7c,0.066,52.02,30.9943,90.2699
Qs 2h 2c,Ad8c,0.048,52.86,31.5476,90.4208
Qs 2h 2c,Ad9c,0.049,54.19,32.4631,90.7617
Qs 2h 2c,AdTc,0.053,56.46,35.0419,94.0419
Qs 2h 2c,AdJc,0.056,58.15,36.7296,95.7085
Qs 2h 2c,AdQc,0.057,90.07,98.1349,165.088
Qs 2h 2c,AdKc,0.040,62.30,48.1525,117.103
Qs 2h 2c,AdAc,0.048,92.96,138.117,225.105
Qs 2h 2c,Ad2d,0.006,95.14,163.678,260.662
Qs 2h 2c,Ad3d,0.037,51.29,30.7885,90.9478
Qs 2h 2c,Ad4d,0.041,51.61,31.1188,91.3554
Qs 2h 2c,Ad5d,0.059,51.95,31.5441,92.0042
Qs 2h 2c,Ad6d,0.057,51.39,30.3033,89.3457
Qs 2h 2c,Ad7d,0.048,51.87,30.8007,89.9786
Qs 2h 2c,Ad8d,0.039,52.72,31.3906,90.2198
Qs 2h 2c,Ad9d,0.056,54.06,32.2743,90.4576
Qs 2h 2c,AdTd,0.049,56.34,34.9107,93.8788
Qs 2h 2c,AdJd,0.067,58.08,36.922,96.3222
Qs 2h 2c,AdQd,0.059,90.26,99.0412,166.258
Qs 2h 2c,AdKd,0.046,62.27,48.6275,118.311
Qs 2h 2c,Ad3h,0.066,51.40,30.9928,91.3597
Qs 2h 2c,Ad4h,0.060,51.69,31.2077,91.4824
Qs 2h 2c,Ad5h,0.053,52.00,31.4456,91.6316
Qs 2h 2c,Ad6h,0.095,51.56,30.5347,89.735
Qs 2h 2c,Ad7h,0.066,52.02,30.9943,90.2699
Qs 2h 2c,Ad8h,0.048,52.86,31.5476,90.4209
Qs 2h 2c,Ad9h,0.049,54.19,32.4632,90.7618
Qs 2h 2c,AdTh,0.053,56.46,35.0418,94.0418
Qs 2h 2c,AdJh,0.056,58.15,36.7296,95.7086
Qs 2h 2c,AdQh,0.057,90.07,98.135,165.088
Qs 2h 2c,AdKh,0.040,62.30,48.1524,117.102
Qs 2h 2c,Ad3s,0.062,51.32,30.9152,91.2711
Qs 2h 2c,Ad4s,0.058,51.65,31.1937,91.5027
Qs 2h 2c,Ad5s,0.056,52.00,31.5354,91.8932
Qs 2h 2c,Ad6s,0.096,51.45,30.3711,89.4413
Qs 2h 2c,Ad7s,0.061,51.91,30.8239,89.9736
Qs 2h 2c,Ad8s,0.044,52.76,31.4072,90.1907
Qs 2h 2c,Ad9s,0.050,54.22,32.4867,90.7773
Qs 2h 2c,AdTs,0.049,56.50,35.1154,94.1613
Qs 2h 2c,AdJs,0.058,58.27,37.0575,96.3501
Qs 2h 2c,AdKs,0.032,62.47,48.7013,118.126
Qs 2h 2c,3h3c,0.049,57.43,43.3039,114.239
Qs 2h 2c,3h3d,0.046,57.40,43.3711,114.478
Qs 2h 2c,4h4c,0.050,59.46,45.2386,115.274
Qs 2h 2c,4h4d,0.049,59.46,45.4729,115.867
Qs 2h 2c,5h5c,0.053,61.82,47.6812,116.866
Qs 2h 2c,5h5d,0.051,61.85,48.1487,117.948
Qs 2h 2c,5h4h,0.018,25.95,28.0381,163.698
